Duration,
2027.4,
2042.16,
2007.37,
2017.27,
2024.92,
2035.56,
2040.52,
2034.57,
2019.93,
2027.11,
2030.73,
2043.44,
2031.4,
2021.27,
2029.51,
